=== START Cell A (ramp_down) at 2026-05-26T08:17:46Z ===
logs/0751e570-5cd5-44ba-882b-b40c88951ec3.txt
wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from WANDB_API_KEY.
wandb: W&B API key is configured. Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.26.1
wandb: Run data is saved locally in /workspace/senpai/target/wandb/run-20260526_081752-1oez0e2z
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run wd-sched-A-ramp_down-n1
wandb: ⭐️ View project at https://wandb.ai/wandb-applied-ai-team/modded-nanogpt-senpai
wandb: 🚀 View run at https://wandb.ai/wandb-applied-ai-team/modded-nanogpt-senpai/runs/1oez0e2z
[init] mode=musoft  L=12  block_residual_attn.proj_std=0.005984
step:0/3250 val_loss:10.82583 train_time:0.002s step_avg:nanms
step:1/3250 train_time:23.784s step_avg:23783.92ms
step:842/3250 train_time:1631.829s step_avg:1938.04ms
step:843/3250 train_time:1633.650s step_avg:1937.90ms
step:844/3250 train_time:1635.471s step_avg:1937.76ms
step:845/3250 train_time:1637.293s step_avg:1937.62ms
step:846/3250 train_time:1639.115s step_avg:1937.49ms
step:847/3250 train_time:1640.935s step_avg:1937.35ms
step:848/3250 train_time:1642.756s step_avg:1937.21ms
step:849/3250 train_time:1645.412s step_avg:1938.06ms
step:850/3250 train_time:1647.506s step_avg:1938.24ms
step:851/3250 train_time:1649.328s step_avg:1938.11ms
step:852/3250 train_time:1651.149s step_avg:1937.97ms
step:853/3250 train_time:1652.969s step_avg:1937.83ms
step:854/3250 train_time:1654.790s step_avg:1937.69ms
step:855/3250 train_time:1656.611s step_avg:1937.56ms
step:856/3250 train_time:1658.436s step_avg:1937.43ms
step:857/3250 train_time:1660.258s step_avg:1937.29ms
step:858/3250 train_time:1662.078s step_avg:1937.15ms
step:859/3250 train_time:1663.900s step_avg:1937.02ms
step:860/3250 train_time:1665.722s step_avg:1936.89ms
step:861/3250 train_time:1667.543s step_avg:1936.75ms
step:862/3250 train_time:1669.365s step_avg:1936.62ms
step:863/3250 train_time:1671.186s step_avg:1936.48ms
step:864/3250 train_time:1673.007s step_avg:1936.35ms
step:865/3250 train_time:1675.662s step_avg:1937.18ms
step:866/3250 train_time:1677.484s step_avg:1937.05ms
step:867/3250 train_time:1679.306s step_avg:1936.92ms
step:868/3250 train_time:1681.128s step_avg:1936.78ms
step:869/3250 train_time:1682.950s step_avg:1936.65ms
step:870/3250 train_time:1684.773s step_avg:1936.52ms
step:871/3250 train_time:1686.594s step_avg:1936.39ms
step:872/3250 train_time:1688.416s step_avg:1936.26ms
step:873/3250 train_time:1690.237s step_avg:1936.12ms
step:874/3250 train_time:1692.059s step_avg:1935.99ms
step:875/3250 train_time:1694.216s step_avg:1936.25ms
step:875/3250 val_loss:3.67977 train_time:1694.217s step_avg:1886.56ms
step:876/3250 train_time:1696.039s step_avg:1936.12ms
step:877/3250 train_time:1697.861s step_avg:1935.99ms
step:878/3250 train_time:1699.683s step_avg:1935.86ms
step:879/3250 train_time:1701.504s step_avg:1935.73ms
step:880/3250 train_time:1703.325s step_avg:1935.60ms
step:881/3250 train_time:1705.981s step_avg:1936.41ms
step:882/3250 train_time:1707.802s step_avg:1936.28ms
step:883/3250 train_time:1709.623s step_avg:1936.15ms
step:884/3250 train_time:1711.445s step_avg:1936.02ms
step:885/3250 train_time:1713.266s step_avg:1935.89ms
step:886/3250 train_time:1715.088s step_avg:1935.77ms
step:887/3250 train_time:1716.909s step_avg:1935.64ms
step:888/3250 train_time:1718.730s step_avg:1935.51ms
step:889/3250 train_time:1720.550s step_avg:1935.38ms
step:890/3250 train_time:1722.371s step_avg:1935.25ms
step:891/3250 train_time:1724.192s step_avg:1935.12ms
step:892/3250 train_time:1726.013s step_avg:1934.99ms
step:893/3250 train_time:1727.834s step_avg:1934.87ms
step:894/3250 train_time:1729.655s step_avg:1934.74ms
step:895/3250 train_time:1731.476s step_avg:1934.61ms
step:896/3250 train_time:1733.298s step_avg:1934.48ms
step:897/3250 train_time:1735.953s step_avg:1935.29ms
step:898/3250 train_time:1737.774s step_avg:1935.16ms
step:899/3250 train_time:1739.595s step_avg:1935.03ms
step:900/3250 train_time:1741.688s step_avg:1935.21ms
step:901/3250 train_time:1743.508s step_avg:1935.08ms
step:902/3250 train_time:1745.329s step_avg:1934.95ms
step:903/3250 train_time:1747.150s step_avg:1934.83ms
step:904/3250 train_time:1748.970s step_avg:1934.70ms
step:905/3250 train_time:1750.792s step_avg:1934.58ms
step:906/3250 train_time:1752.613s step_avg:1934.45ms
step:907/3250 train_time:1754.434s step_avg:1934.33ms
step:908/3250 train_time:1756.255s step_avg:1934.20ms
step:909/3250 train_time:1758.076s step_avg:1934.08ms
step:910/3250 train_time:1759.897s step_avg:1933.95ms
step:911/3250 train_time:1761.718s step_avg:1933.83ms
step:912/3250 train_time:1763.540s step_avg:1933.71ms
step:913/3250 train_time:1766.196s step_avg:1934.50ms
step:914/3250 train_time:1768.018s step_avg:1934.37ms
step:915/3250 train_time:1769.839s step_avg:1934.25ms
step:916/3250 train_time:1771.660s step_avg:1934.13ms
step:917/3250 train_time:1773.481s step_avg:1934.00ms
step:918/3250 train_time:1775.302s step_avg:1933.88ms
step:919/3250 train_time:1777.123s step_avg:1933.76ms
step:920/3250 train_time:1778.945s step_avg:1933.64ms
step:921/3250 train_time:1780.766s step_avg:1933.51ms
step:922/3250 train_time:1782.587s step_avg:1933.39ms
step:923/3250 train_time:1784.409s step_avg:1933.27ms
step:924/3250 train_time:1786.230s step_avg:1933.15ms
step:925/3250 train_time:1788.323s step_avg:1933.32ms
step:926/3250 train_time:1790.145s step_avg:1933.20ms
step:927/3250 train_time:1791.966s step_avg:1933.08ms
step:928/3250 train_time:1793.787s step_avg:1932.96ms
step:929/3250 train_time:1796.443s step_avg:1933.74ms
step:930/3250 train_time:1798.264s step_avg:1933.62ms
step:931/3250 train_time:1800.086s step_avg:1933.50ms
step:932/3250 train_time:1801.906s step_avg:1933.38ms
step:933/3250 train_time:1803.726s step_avg:1933.25ms
step:934/3250 train_time:1805.546s step_avg:1933.13ms
step:935/3250 train_time:1807.367s step_avg:1933.01ms
step:936/3250 train_time:1809.188s step_avg:1932.89ms
step:937/3250 train_time:1811.010s step_avg:1932.78ms
step:938/3250 train_time:1812.831s step_avg:1932.66ms
step:939/3250 train_time:1814.652s step_avg:1932.54ms
step:940/3250 train_time:1816.476s step_avg:1932.42ms
step:941/3250 train_time:1818.298s step_avg:1932.30ms
step:942/3250 train_time:1820.120s step_avg:1932.19ms
step:943/3250 train_time:1821.941s step_avg:1932.07ms
step:944/3250 train_time:1823.762s step_avg:1931.95ms
step:945/3250 train_time:1826.418s step_avg:1932.72ms
step:946/3250 train_time:1828.239s step_avg:1932.60ms
step:947/3250 train_time:1830.059s step_avg:1932.48ms
step:948/3250 train_time:1831.879s step_avg:1932.36ms
step:949/3250 train_time:1833.700s step_avg:1932.24ms
step:950/3250 train_time:1835.794s step_avg:1932.42ms
step:951/3250 train_time:1837.651s step_avg:1932.33ms
step:952/3250 train_time:1839.472s step_avg:1932.22ms
step:953/3250 train_time:1841.293s step_avg:1932.10ms
step:954/3250 train_time:1843.113s step_avg:1931.98ms
step:955/3250 train_time:1844.934s step_avg:1931.87ms
step:956/3250 train_time:1846.756s step_avg:1931.75ms
step:957/3250 train_time:1848.577s step_avg:1931.64ms
step:958/3250 train_time:1850.398s step_avg:1931.52ms
step:959/3250 train_time:1852.218s step_avg:1931.41ms
step:960/3250 train_time:1854.040s step_avg:1931.29ms
step:961/3250 train_time:1856.695s step_avg:1932.04ms
step:962/3250 train_time:1858.515s step_avg:1931.93ms
step:963/3250 train_time:1860.335s step_avg:1931.81ms
step:964/3250 train_time:1862.156s step_avg:1931.70ms
step:965/3250 train_time:1863.976s step_avg:1931.58ms
step:966/3250 train_time:1865.797s step_avg:1931.47ms
step:967/3250 train_time:1867.617s step_avg:1931.35ms
step:968/3250 train_time:1869.437s step_avg:1931.24ms
step:969/3250 train_time:1871.259s step_avg:1931.12ms
step:970/3250 train_time:1873.080s step_avg:1931.01ms
step:971/3250 train_time:1874.902s step_avg:1930.90ms
step:972/3250 train_time:1876.725s step_avg:1930.79ms
step:973/3250 train_time:1878.546s step_avg:1930.67ms
step:974/3250 train_time:1880.366s step_avg:1930.56ms
step:975/3250 train_time:1882.460s step_avg:1930.73ms
step:976/3250 train_time:1884.281s step_avg:1930.62ms
step:977/3250 train_time:1886.936s step_avg:1931.36ms
step:978/3250 train_time:1888.757s step_avg:1931.24ms
step:979/3250 train_time:1890.578s step_avg:1931.13ms
step:980/3250 train_time:1892.399s step_avg:1931.02ms
step:981/3250 train_time:1894.220s step_avg:1930.91ms
step:982/3250 train_time:1896.040s step_avg:1930.79ms
step:983/3250 train_time:1897.861s step_avg:1930.68ms
step:984/3250 train_time:1899.681s step_avg:1930.57ms
step:985/3250 train_time:1901.502s step_avg:1930.46ms
step:986/3250 train_time:1903.323s step_avg:1930.35ms
step:987/3250 train_time:1905.144s step_avg:1930.24ms
step:988/3250 train_time:1906.965s step_avg:1930.13ms
step:989/3250 train_time:1908.785s step_avg:1930.02ms
step:990/3250 train_time:1910.606s step_avg:1929.91ms
step:991/3250 train_time:1912.427s step_avg:1929.80ms
step:992/3250 train_time:1914.247s step_avg:1929.68ms
step:993/3250 train_time:1916.904s step_avg:1930.42ms
step:994/3250 train_time:1918.725s step_avg:1930.31ms
step:995/3250 train_time:1920.546s step_avg:1930.20ms
step:996/3250 train_time:1922.366s step_avg:1930.09ms
step:997/3250 train_time:1924.187s step_avg:1929.98ms
step:998/3250 train_time:1926.008s step_avg:1929.87ms
step:999/3250 train_time:1927.829s step_avg:1929.76ms
step:1000/3250 train_time:1929.988s step_avg:1929.99ms
step:1000/3250 val_loss:3.64702 train_time:1929.988s step_avg:1886.17ms
step:1001/3250 train_time:1931.810s step_avg:1929.88ms
step:1002/3250 train_time:1933.632s step_avg:1929.77ms
step:1003/3250 train_time:1935.453s step_avg:1929.66ms
step:1004/3250 train_time:1937.274s step_avg:1929.56ms
step:1005/3250 train_time:1939.095s step_avg:1929.45ms
step:1006/3250 train_time:1940.916s step_avg:1929.34ms
step:1007/3250 train_time:1942.738s step_avg:1929.23ms
step:1008/3250 train_time:1944.559s step_avg:1929.13ms
step:1009/3250 train_time:1947.215s step_avg:1929.85ms
step:1010/3250 train_time:1949.036s step_avg:1929.74ms
step:1011/3250 train_time:1950.856s step_avg:1929.63ms
step:1012/3250 train_time:1952.677s step_avg:1929.52ms
step:1013/3250 train_time:1954.498s step_avg:1929.42ms
step:1014/3250 train_time:1956.319s step_avg:1929.31ms
step:1015/3250 train_time:1958.140s step_avg:1929.20ms
step:1016/3250 train_time:1959.961s step_avg:1929.10ms
step:1017/3250 train_time:1961.782s step_avg:1928.99ms
step:1018/3250 train_time:1963.602s step_avg:1928.88ms
step:1019/3250 train_time:1965.424s step_avg:1928.78ms
step:1020/3250 train_time:1967.246s step_avg:1928.67ms
step:1021/3250 train_time:1969.068s step_avg:1928.57ms
step:1022/3250 train_time:1970.889s step_avg:1928.46ms
step:1023/3250 train_time:1972.709s step_avg:1928.36ms
step:1024/3250 train_time:1974.530s step_avg:1928.25ms
step:1025/3250 train_time:1977.457s step_avg:1929.23ms
step:1026/3250 train_time:1979.277s step_avg:1929.12ms
step:1027/3250 train_time:1981.098s step_avg:1929.01ms
step:1028/3250 train_time:1982.919s step_avg:1928.91ms
step:1029/3250 train_time:1984.739s step_avg:1928.80ms
step:1030/3250 train_time:1986.560s step_avg:1928.70ms
step:1031/3250 train_time:1988.381s step_avg:1928.59ms
step:1032/3250 train_time:1990.202s step_avg:1928.49ms
step:1033/3250 train_time:1992.023s step_avg:1928.39ms
step:1034/3250 train_time:1993.844s step_avg:1928.28ms
step:1035/3250 train_time:1995.665s step_avg:1928.18ms
step:1036/3250 train_time:1997.489s step_avg:1928.08ms
step:1037/3250 train_time:1999.310s step_avg:1927.97ms
step:1038/3250 train_time:2001.131s step_avg:1927.87ms
step:1039/3250 train_time:2002.951s step_avg:1927.77ms
step:1040/3250 train_time:2004.772s step_avg:1927.67ms
step:1041/3250 train_time:2007.427s step_avg:1928.36ms
step:1042/3250 train_time:2009.248s step_avg:1928.26ms
step:1043/3250 train_time:2011.068s step_avg:1928.16ms
step:1044/3250 train_time:2012.888s step_avg:1928.05ms
step:1045/3250 train_time:2014.709s step_avg:1927.95ms
step:1046/3250 train_time:2016.530s step_avg:1927.85ms
step:1047/3250 train_time:2018.352s step_avg:1927.75ms
step:1048/3250 train_time:2020.173s step_avg:1927.65ms
step:1049/3250 train_time:2021.993s step_avg:1927.54ms
step:1050/3250 train_time:2024.085s step_avg:1927.70ms
step:1051/3250 train_time:2025.905s step_avg:1927.60ms
step:1052/3250 train_time:2027.726s step_avg:1927.50ms
step:1053/3250 train_time:2029.547s step_avg:1927.39ms
step:1054/3250 train_time:2031.368s step_avg:1927.29ms
step:1055/3250 train_time:2033.189s step_avg:1927.19ms
step:1056/3250 train_time:2035.011s step_avg:1927.09ms
step:1057/3250 train_time:2037.666s step_avg:1927.78ms
step:1058/3250 train_time:2039.486s step_avg:1927.68ms
step:1059/3250 train_time:2041.305s step_avg:1927.58ms
step:1060/3250 train_time:2043.125s step_avg:1927.48ms
step:1061/3250 train_time:2044.947s step_avg:1927.38ms
step:1062/3250 train_time:2046.767s step_avg:1927.28ms
step:1063/3250 train_time:2048.588s step_avg:1927.18ms
step:1064/3250 train_time:2050.409s step_avg:1927.08ms
step:1065/3250 train_time:2052.229s step_avg:1926.98ms
step:1066/3250 train_time:2054.049s step_avg:1926.88ms
step:1067/3250 train_time:2055.871s step_avg:1926.78ms
step:1068/3250 train_time:2057.692s step_avg:1926.68ms
step:1069/3250 train_time:2059.512s step_avg:1926.58ms
step:1070/3250 train_time:2061.333s step_avg:1926.48ms
step:1071/3250 train_time:2063.154s step_avg:1926.38ms
step:1072/3250 train_time:2064.977s step_avg:1926.28ms
step:1073/3250 train_time:2067.632s step_avg:1926.96ms
step:1074/3250 train_time:2069.452s step_avg:1926.86ms
step:1075/3250 train_time:2071.544s step_avg:1927.02ms
step:1076/3250 train_time:2073.365s step_avg:1926.92ms
step:1077/3250 train_time:2075.186s step_avg:1926.82ms
step:1078/3250 train_time:2077.008s step_avg:1926.72ms
step:1079/3250 train_time:2078.829s step_avg:1926.63ms
step:1080/3250 train_time:2080.650s step_avg:1926.53ms
step:1081/3250 train_time:2082.470s step_avg:1926.43ms
step:1082/3250 train_time:2084.291s step_avg:1926.33ms
step:1083/3250 train_time:2086.113s step_avg:1926.24ms
step:1084/3250 train_time:2087.934s step_avg:1926.14ms
step:1085/3250 train_time:2089.754s step_avg:1926.04ms
step:1086/3250 train_time:2091.574s step_avg:1925.94ms
step:1087/3250 train_time:2093.394s step_avg:1925.84ms
step:1088/3250 train_time:2095.214s step_avg:1925.75ms
step:1089/3250 train_time:2097.870s step_avg:1926.42ms
step:1090/3250 train_time:2099.689s step_avg:1926.32ms
step:1091/3250 train_time:2101.509s step_avg:1926.22ms
step:1092/3250 train_time:2103.330s step_avg:1926.13ms
step:1093/3250 train_time:2105.152s step_avg:1926.03ms
step:1094/3250 train_time:2106.973s step_avg:1925.93ms
step:1095/3250 train_time:2108.793s step_avg:1925.84ms
step:1096/3250 train_time:2110.613s step_avg:1925.74ms
step:1097/3250 train_time:2112.433s step_avg:1925.65ms
step:1098/3250 train_time:2114.254s step_avg:1925.55ms
step:1099/3250 train_time:2116.076s step_avg:1925.46ms
step:1100/3250 train_time:2118.168s step_avg:1925.61ms
step:1101/3250 train_time:2119.989s step_avg:1925.51ms
step:1102/3250 train_time:2121.809s step_avg:1925.42ms
step:1103/3250 train_time:2123.629s step_avg:1925.32ms
step:1104/3250 train_time:2125.450s step_avg:1925.23ms
step:1105/3250 train_time:2128.106s step_avg:1925.89ms
step:1106/3250 train_time:2129.926s step_avg:1925.79ms
step:1107/3250 train_time:2131.746s step_avg:1925.70ms
step:1108/3250 train_time:2133.568s step_avg:1925.60ms
step:1109/3250 train_time:2135.389s step_avg:1925.51ms
step:1110/3250 train_time:2137.210s step_avg:1925.41ms
step:1111/3250 train_time:2139.031s step_avg:1925.32ms
step:1112/3250 train_time:2140.851s step_avg:1925.23ms
step:1113/3250 train_time:2142.671s step_avg:1925.13ms
step:1114/3250 train_time:2144.493s step_avg:1925.04ms
step:1115/3250 train_time:2146.314s step_avg:1924.95ms
step:1116/3250 train_time:2148.134s step_avg:1924.85ms
step:1117/3250 train_time:2149.954s step_avg:1924.76ms
step:1118/3250 train_time:2151.774s step_avg:1924.66ms
step:1119/3250 train_time:2153.596s step_avg:1924.57ms
step:1120/3250 train_time:2155.418s step_avg:1924.48ms
step:1121/3250 train_time:2158.074s step_avg:1925.13ms
step:1122/3250 train_time:2159.894s step_avg:1925.04ms
step:1123/3250 train_time:2161.716s step_avg:1924.95ms
step:1124/3250 train_time:2163.537s step_avg:1924.85ms
step:1125/3250 train_time:2165.695s step_avg:1925.06ms
step:1125/3250 val_loss:3.62123 train_time:2165.696s step_avg:1885.66ms
step:1126/3250 train_time:2167.517s step_avg:1924.97ms
step:1127/3250 train_time:2169.338s step_avg:1924.88ms
step:1128/3250 train_time:2171.158s step_avg:1924.79ms
step:1129/3250 train_time:2172.979s step_avg:1924.69ms
step:1130/3250 train_time:2174.802s step_avg:1924.60ms
step:1131/3250 train_time:2176.623s step_avg:1924.51ms
step:1132/3250 train_time:2178.444s step_avg:1924.42ms
step:1133/3250 train_time:2180.265s step_avg:1924.33ms
step:1134/3250 train_time:2182.086s step_avg:1924.24ms
step:1135/3250 train_time:2183.909s step_avg:1924.15ms
step:1136/3250 train_time:2185.729s step_avg:1924.06ms
step:1137/3250 train_time:2188.386s step_avg:1924.70ms
step:1138/3250 train_time:2190.206s step_avg:1924.61ms
step:1139/3250 train_time:2192.026s step_avg:1924.52ms
step:1140/3250 train_time:2193.848s step_avg:1924.43ms
step:1141/3250 train_time:2195.705s step_avg:1924.37ms
step:1142/3250 train_time:2197.526s step_avg:1924.28ms
step:1143/3250 train_time:2199.346s step_avg:1924.19ms
step:1144/3250 train_time:2201.166s step_avg:1924.10ms
step:1145/3250 train_time:2202.987s step_avg:1924.01ms
step:1146/3250 train_time:2204.808s step_avg:1923.92ms
step:1147/3250 train_time:2206.628s step_avg:1923.83ms
step:1148/3250 train_time:2208.450s step_avg:1923.74ms
step:1149/3250 train_time:2210.271s step_avg:1923.65ms
step:1150/3250 train_time:2212.364s step_avg:1923.79ms
step:1151/3250 train_time:2214.185s step_avg:1923.71ms
step:1152/3250 train_time:2216.005s step_avg:1923.62ms
step:1153/3250 train_time:2218.661s step_avg:1924.25ms
step:1154/3250 train_time:2220.481s step_avg:1924.16ms
step:1155/3250 train_time:2222.301s step_avg:1924.07ms
step:1156/3250 train_time:2224.122s step_avg:1923.98ms
step:1157/3250 train_time:2225.942s step_avg:1923.89ms
step:1158/3250 train_time:2227.763s step_avg:1923.80ms
step:1159/3250 train_time:2229.584s step_avg:1923.71ms
step:1160/3250 train_time:2231.405s step_avg:1923.62ms
step:1161/3250 train_time:2233.226s step_avg:1923.54ms
step:1162/3250 train_time:2235.046s step_avg:1923.45ms
step:1163/3250 train_time:2236.867s step_avg:1923.36ms
step:1164/3250 train_time:2238.688s step_avg:1923.27ms
step:1165/3250 train_time:2240.509s step_avg:1923.18ms
step:1166/3250 train_time:2242.330s step_avg:1923.10ms
step:1167/3250 train_time:2244.150s step_avg:1923.01ms
step:1168/3250 train_time:2245.971s step_avg:1922.92ms
step:1169/3250 train_time:2248.627s step_avg:1923.55ms
step:1170/3250 train_time:2250.447s step_avg:1923.46ms
step:1171/3250 train_time:2252.266s step_avg:1923.37ms
step:1172/3250 train_time:2254.087s step_avg:1923.28ms
step:1173/3250 train_time:2255.908s step_avg:1923.20ms
step:1174/3250 train_time:2257.728s step_avg:1923.11ms
step:1175/3250 train_time:2259.820s step_avg:1923.25ms
step:1176/3250 train_time:2261.640s step_avg:1923.16ms
step:1177/3250 train_time:2263.461s step_avg:1923.08ms
step:1178/3250 train_time:2265.281s step_avg:1922.99ms
step:1179/3250 train_time:2267.101s step_avg:1922.90ms
step:1180/3250 train_time:2268.922s step_avg:1922.82ms
step:1181/3250 train_time:2270.743s step_avg:1922.73ms
step:1182/3250 train_time:2272.564s step_avg:1922.64ms
step:1183/3250 train_time:2274.385s step_avg:1922.56ms
step:1184/3250 train_time:2276.206s step_avg:1922.47ms
step:1185/3250 train_time:2278.861s step_avg:1923.09ms
step:1186/3250 train_time:2280.681s step_avg:1923.00ms
step:1187/3250 train_time:2282.501s step_avg:1922.92ms
step:1188/3250 train_time:2284.322s step_avg:1922.83ms
step:1189/3250 train_time:2286.143s step_avg:1922.74ms
step:1190/3250 train_time:2287.964s step_avg:1922.66ms
step:1191/3250 train_time:2289.784s step_avg:1922.57ms
step:1192/3250 train_time:2291.604s step_avg:1922.49ms
step:1193/3250 train_time:2293.426s step_avg:1922.40ms
step:1194/3250 train_time:2295.247s step_avg:1922.32ms
step:1195/3250 train_time:2297.069s step_avg:1922.23ms
step:1196/3250 train_time:2298.890s step_avg:1922.15ms
step:1197/3250 train_time:2300.710s step_avg:1922.06ms
step:1198/3250 train_time:2302.531s step_avg:1921.98ms
step:1199/3250 train_time:2304.352s step_avg:1921.89ms
step:1200/3250 train_time:2306.446s step_avg:1922.04ms
step:1201/3250 train_time:2309.101s step_avg:1922.65ms
step:1202/3250 train_time:2310.921s step_avg:1922.56ms
step:1203/3250 train_time:2312.742s step_avg:1922.48ms
step:1204/3250 train_time:2314.563s step_avg:1922.39ms
step:1205/3250 train_time:2316.384s step_avg:1922.31ms
step:1206/3250 train_time:2318.205s step_avg:1922.23ms
step:1207/3250 train_time:2320.025s step_avg:1922.14ms
step:1208/3250 train_time:2321.845s step_avg:1922.06ms
step:1209/3250 train_time:2323.666s step_avg:1921.97ms
step:1210/3250 train_time:2325.488s step_avg:1921.89ms
step:1211/3250 train_time:2327.310s step_avg:1921.81ms
step:1212/3250 train_time:2329.132s step_avg:1921.73ms
step:1213/3250 train_time:2330.953s step_avg:1921.64ms
step:1214/3250 train_time:2332.775s step_avg:1921.56ms
step:1215/3250 train_time:2334.597s step_avg:1921.48ms
step:1216/3250 train_time:2336.419s step_avg:1921.40ms
step:1217/3250 train_time:2339.075s step_avg:1922.00ms
step:1218/3250 train_time:2340.896s step_avg:1921.92ms
step:1219/3250 train_time:2342.718s step_avg:1921.84ms
step:1220/3250 train_time:2344.540s step_avg:1921.75ms
step:1221/3250 train_time:2346.361s step_avg:1921.67ms
step:1222/3250 train_time:2348.182s step_avg:1921.59ms
step:1223/3250 train_time:2350.003s step_avg:1921.51ms
step:1224/3250 train_time:2351.826s step_avg:1921.43ms
step:1225/3250 train_time:2353.921s step_avg:1921.57ms
step:1226/3250 train_time:2355.742s step_avg:1921.49ms
step:1227/3250 train_time:2357.565s step_avg:1921.41ms
step:1228/3250 train_time:2359.387s step_avg:1921.33ms
step:1229/3250 train_time:2361.208s step_avg:1921.24ms
step:1230/3250 train_time:2363.030s step_avg:1921.16ms
step:1231/3250 train_time:2364.853s step_avg:1921.08ms
step:1232/3250 train_time:2366.675s step_avg:1921.00ms
step:1233/3250 train_time:2369.331s step_avg:1921.60ms
step:1234/3250 train_time:2371.153s step_avg:1921.52ms
step:1235/3250 train_time:2372.975s step_avg:1921.44ms
step:1236/3250 train_time:2374.797s step_avg:1921.36ms
step:1237/3250 train_time:2376.617s step_avg:1921.27ms
step:1238/3250 train_time:2378.437s step_avg:1921.19ms
step:1239/3250 train_time:2380.258s step_avg:1921.11ms
step:1240/3250 train_time:2382.080s step_avg:1921.03ms
step:1241/3250 train_time:2383.901s step_avg:1920.95ms
step:1242/3250 train_time:2385.722s step_avg:1920.87ms
step:1243/3250 train_time:2387.543s step_avg:1920.79ms
step:1244/3250 train_time:2389.364s step_avg:1920.71ms
step:1245/3250 train_time:2391.187s step_avg:1920.63ms
step:1246/3250 train_time:2393.010s step_avg:1920.55ms
step:1247/3250 train_time:2394.831s step_avg:1920.47ms
step:1248/3250 train_time:2396.653s step_avg:1920.39ms
step:1249/3250 train_time:2399.309s step_avg:1920.98ms
step:1250/3250 train_time:2401.466s step_avg:1921.17ms
step:1250/3250 val_loss:3.58617 train_time:2401.467s step_avg:1886.17ms
step:1251/3250 train_time:2403.288s step_avg:1921.09ms
step:1252/3250 train_time:2405.109s step_avg:1921.01ms
step:1253/3250 train_time:2406.930s step_avg:1920.93ms
step:1254/3250 train_time:2408.752s step_avg:1920.85ms
step:1255/3250 train_time:2410.574s step_avg:1920.78ms
step:1256/3250 train_time:2412.397s step_avg:1920.70ms
step:1257/3250 train_time:2414.218s step_avg:1920.62ms
step:1258/3250 train_time:2416.040s step_avg:1920.54ms
step:1259/3250 train_time:2417.861s step_avg:1920.46ms
step:1260/3250 train_time:2419.683s step_avg:1920.38ms
step:1261/3250 train_time:2421.505s step_avg:1920.31ms
step:1262/3250 train_time:2423.327s step_avg:1920.23ms
step:1263/3250 train_time:2425.148s step_avg:1920.15ms
step:1264/3250 train_time:2426.970s step_avg:1920.07ms
step:1265/3250 train_time:2429.627s step_avg:1920.65ms
step:1266/3250 train_time:2431.448s step_avg:1920.57ms
step:1267/3250 train_time:2433.270s step_avg:1920.50ms
step:1268/3250 train_time:2435.092s step_avg:1920.42ms
step:1269/3250 train_time:2436.913s step_avg:1920.34ms
step:1270/3250 train_time:2438.734s step_avg:1920.26ms
step:1271/3250 train_time:2440.555s step_avg:1920.19ms
step:1272/3250 train_time:2442.377s step_avg:1920.11ms
step:1273/3250 train_time:2444.197s step_avg:1920.03ms
step:1274/3250 train_time:2446.018s step_avg:1919.95ms
step:1275/3250 train_time:2448.111s step_avg:1920.09ms
step:1276/3250 train_time:2449.931s step_avg:1920.01ms
step:1277/3250 train_time:2451.753s step_avg:1919.93ms
step:1278/3250 train_time:2453.575s step_avg:1919.85ms
step:1279/3250 train_time:2455.395s step_avg:1919.78ms
step:1280/3250 train_time:2457.216s step_avg:1919.70ms
step:1281/3250 train_time:2459.872s step_avg:1920.27ms
step:1282/3250 train_time:2461.694s step_avg:1920.20ms
step:1283/3250 train_time:2463.514s step_avg:1920.12ms
step:1284/3250 train_time:2465.335s step_avg:1920.04ms
step:1285/3250 train_time:2467.156s step_avg:1919.97ms
step:1286/3250 train_time:2468.977s step_avg:1919.89ms
step:1287/3250 train_time:2470.799s step_avg:1919.81ms
step:1288/3250 train_time:2472.620s step_avg:1919.74ms
step:1289/3250 train_time:2474.440s step_avg:1919.66ms
step:1290/3250 train_time:2476.263s step_avg:1919.58ms
step:1291/3250 train_time:2478.084s step_avg:1919.51ms
step:1292/3250 train_time:2479.906s step_avg:1919.43ms
step:1293/3250 train_time:2481.727s step_avg:1919.36ms
step:1294/3250 train_time:2483.548s step_avg:1919.28ms
step:1295/3250 train_time:2485.368s step_avg:1919.20ms
step:1296/3250 train_time:2487.189s step_avg:1919.13ms
step:1297/3250 train_time:2489.845s step_avg:1919.70ms
step:1298/3250 train_time:2491.666s step_avg:1919.62ms
step:1299/3250 train_time:2493.488s step_avg:1919.54ms
step:1300/3250 train_time:2495.581s step_avg:1919.68ms
step:1301/3250 train_time:2497.401s step_avg:1919.60ms
step:1302/3250 train_time:2499.221s step_avg:1919.52ms
step:1303/3250 train_time:2501.043s step_avg:1919.45ms
step:1304/3250 train_time:2502.863s step_avg:1919.37ms
step:1305/3250 train_time:2504.684s step_avg:1919.30ms
step:1306/3250 train_time:2506.505s step_avg:1919.22ms
step:1307/3250 train_time:2508.326s step_avg:1919.15ms
step:1308/3250 train_time:2510.148s step_avg:1919.07ms
